Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of Ownership,Industry,Sector,Revenue,Competitors
Financial Analyst,$109k-$232k,Conduct financial analysis and report on budgeting.,3.1,Office Organizers,"Seattle, WA","San Francisco, CA",1-50 employees,1923,Private,Customer Service,Real Estate,$10 to $25 million,None
Graphic Designer,$101k-$192k,Design visual content for digital and print media.,1.3,Net Solutions,"Washington, DC","Seattle, WA",51-200 employees,1989,Subsidiary or Business Segment,Marketing,Biotech & Pharmaceuticals,$10 to $25 million,None
Software Developer,$119k-$169k,Develop and maintain software applications based on client requirements.,4.8,Global Sales Group,"Austin, TX","Los Angeles, CA",1001-5000 employees,1904,Non-profit Organization,Cybersecurity,Real Estate,Less than $1 million,None
Customer Support Representative,$96k-$205k,Handle customer inquiries and resolve issues promptly.,4.9,Design Dreams,"New York, NY","Austin, TX",1-50 employees,1997,Subsidiary or Business Segment,Research & Development,Biotech & Pharmaceuticals,More than $50 million,None
Sales Manager,$60k-$168k,Lead sales teams to achieve targets through strategic planning.,1.3,Media Magic,"San Francisco, CA","Boston, MA",501-1000 employees,2011,Subsidiary or Business Segment,Human Resources,"Arts, Entertainment & Recreation",More than $50 million,None
Customer Support Representative,$83k-$173k,Handle customer inquiries and resolve issues promptly.,4.3,Market Movers,"Denver, CO","Los Angeles, CA",201-500 employees,1921,Public,Networking & Security,Real Estate,$10 to $25 million,None
Financial Analyst,$118k-$238k,Conduct financial analysis and report on budgeting.,4.1,Web Wonders,"Denver, CO","Los Angeles, CA",1001-5000 employees,1949,Private,Human Resources,Government,$1 to $5 million,None
Marketing Specialist,$142k-$235k,Create and execute marketing strategies to enhance brand awareness.,3.3,Global Sales Group,"Los Angeles, CA","Los Angeles, CA",1-50 employees,1919,Subsidiary or Business Segment,Customer Service,Retail,$10 to $25 million,None
Administrative Assistant,$90k-$164k,Provide administrative support to ensure efficient office operations.,4.2,Supply Chain Co.,"Denver, CO","Boston, MA",1001-5000 employees,1992,Private,Finance,Retail,More than $50 million,None
Financial Analyst,$131k-$224k,Conduct financial analysis and report on budgeting.,1.4,Design Dreams,"Austin, TX","Denver, CO",1001-5000 employees,1999,Public,Management Consulting,Real Estate,$1 to $5 million,None
Network Administrator,$76k-$174k,Maintain and troubleshoot company network issues.,4.9,Plan Pros,"New York, NY","Los Angeles, CA",201-500 employees,1902,Government,Customer Service,Biotech & Pharmaceuticals,$25 to $50 million,None
Administrative Assistant,$65k-$239k,Provide administrative support to ensure efficient office operations.,3.0,Finance First,"Denver, CO","Denver, CO",201-500 employees,1945,Non-profit Organization,Digital Media,Non-Profit,$5 to $10 million,None
Marketing Specialist,$72k-$208k,Create and execute marketing strategies to enhance brand awareness.,2.7,Global Sales Group,"Atlanta, GA","Washington, DC",51-200 employees,1969,Subsidiary or Business Segment,Digital Media,Biotech & Pharmaceuticals,More than $50 million,None
Web Developer,$137k-$205k,Build and maintain websites to enhance user experience.,3.5,Web Wonders,"Washington, DC","San Francisco, CA",1-50 employees,2003,Private,Marketing,Technology,$25 to $50 million,None
Customer Support Representative,$102k-$163k,Handle customer inquiries and resolve issues promptly.,3.0,Secure Systems,"Washington, DC","Atlanta, GA",1-50 employees,1981,Subsidiary or Business Segment,Human Resources,Government,Less than $1 million,None
Supply Chain Analyst,$87k-$203k,Optimize supply chain processes to improve efficiency.,1.8,Secure Systems,"Seattle, WA","Atlanta, GA",501-1000 employees,1914,Public,Administrative Services,Media,Less than $1 million,None
Network Administrator,$109k-$202k,Maintain and troubleshoot company network issues.,4.6,Supply Chain Co.,"Denver, CO","New York, NY",201-500 employees,2000,Public,Human Resources,Biotech & Pharmaceuticals,$5 to $10 million,None
Customer Support Representative,$134k-$183k,Handle customer inquiries and resolve issues promptly.,2.2,Support Central,"Denver, CO","Austin, TX",1-50 employees,2015,Subsidiary or Business Segment,IT Services,Technology,Less than $1 million,None
Sales Manager,$97k-$216k,Lead sales teams to achieve targets through strategic planning.,4.3,Plan Pros,"Los Angeles, CA","Los Angeles, CA",51-200 employees,1973,Subsidiary or Business Segment,Graphic Design,Non-Profit,$10 to $25 million,None
Graphic Designer,$128k-$232k,Design visual content for digital and print media.,2.6,Tech Innovate,"Washington, DC","Denver, CO",51-200 employees,2020,Subsidiary or Business Segment,Software Development,Retail,$10 to $25 million,None
Customer Support Representative,$90k-$216k,Handle customer inquiries and resolve issues promptly.,1.6,Design Dreams,"San Francisco, CA","Chicago, IL",1001-5000 employees,1915,Non-profit Organization,Cybersecurity,Real Estate,More than $50 million,None
Customer Support Representative,$83k-$220k,Handle customer inquiries and resolve issues promptly.,1.6,Net Solutions,"Austin, TX","San Francisco, CA",1-50 employees,1903,Subsidiary or Business Segment,IT Services,Government,$1 to $5 million,None
Software Developer,$129k-$240k,Develop and maintain software applications based on client requirements.,3.2,Market Movers,"Washington, DC","Denver, CO",1-50 employees,1995,Public,Finance,Insurance,$1 to $5 million,None
Graphic Designer,$133k-$178k,Design visual content for digital and print media.,2.2,People Partners,"Austin, TX","Denver, CO",201-500 employees,1984,Private,Research & Development,Business Services,$1 to $5 million,None
Supply Chain Analyst,$52k-$231k,Optimize supply chain processes to improve efficiency.,4.9,Office Organizers,"San Francisco, CA","San Francisco, CA",501-1000 employees,2018,Non-profit Organization,Marketing,Business Services,$1 to $5 million,None
Data Scientist,$83k-$173k,Analyze large datasets to uncover actionable insights.,1.4,Finance First,"Los Angeles, CA","Austin, TX",501-1000 employees,1912,Subsidiary or Business Segment,Cybersecurity,Technology,$10 to $25 million,None
Marketing Specialist,$112k-$230k,Create and execute marketing strategies to enhance brand awareness.,1.3,Supply Chain Co.,"Denver, CO","Denver, CO",201-500 employees,1981,Subsidiary or Business Segment,Cybersecurity,Retail,$1 to $5 million,None
Data Scientist,$51k-$172k,Analyze large datasets to uncover actionable insights.,3.6,Supply Chain Co.,"Washington, DC","New York, NY",1-50 employees,1943,Government,Finance,Government,$25 to $50 million,None
Human Resources Coordinator,$50k-$170k,"Manage recruitment, training, and employee relations.",3.1,Data Wizards,"San Francisco, CA","Austin, TX",1001-5000 employees,1903,Non-profit Organization,IT Services,Non-Profit,$25 to $50 million,None
Security Analyst,$69k-$177k,Protect systems against cyber threats and ensure data security.,4.5,Market Movers,"Austin, TX","New York, NY",201-500 employees,1917,Public,Marketing,Retail,$5 to $10 million,None
Data Scientist,$111k-$175k,Analyze large datasets to uncover actionable insights.,4.8,Net Solutions,"Atlanta, GA","Boston, MA",501-1000 employees,1995,Subsidiary or Business Segment,Digital Media,Non-Profit,$10 to $25 million,None
Customer Support Representative,$74k-$182k,Handle customer inquiries and resolve issues promptly.,1.7,Supply Chain Co.,"Boston, MA","Denver, CO",1-50 employees,1974,Non-profit Organization,Research & Development,Retail,$1 to $5 million,None
Web Developer,$112k-$205k,Build and maintain websites to enhance user experience.,4.5,Media Magic,"Washington, DC","Boston, MA",201-500 employees,1979,Private,Management Consulting,Real Estate,$10 to $25 million,None
Graphic Designer,$122k-$195k,Design visual content for digital and print media.,2.5,Supply Chain Co.,"San Francisco, CA","Seattle, WA",51-200 employees,2013,Private,Human Resources,Biotech & Pharmaceuticals,$25 to $50 million,None
Digital Media Manager,$87k-$227k,Manage online content and social media presence.,4.3,Supply Chain Co.,"Atlanta, GA","Los Angeles, CA",501-1000 employees,1903,Private,Consumer Products,Insurance,$10 to $25 million,None
Security Analyst,$73k-$195k,Protect systems against cyber threats and ensure data security.,2.0,Design Dreams,"Los Angeles, CA","Los Angeles, CA",51-200 employees,1999,Government,Marketing,Technology,$5 to $10 million,None
Web Developer,$51k-$241k,Build and maintain websites to enhance user experience.,2.3,Finance First,"Washington, DC","Los Angeles, CA",51-200 employees,1971,Private,Digital Media,Biotech & Pharmaceuticals,$25 to $50 million,None
Graphic Designer,$117k-$177k,Design visual content for digital and print media.,1.4,Data Wizards,"Washington, DC","San Francisco, CA",1001-5000 employees,2014,Subsidiary or Business Segment,Logistics,Real Estate,$5 to $10 million,None
Administrative Assistant,$90k-$175k,Provide administrative support to ensure efficient office operations.,1.8,Secure Systems,"Seattle, WA","Seattle, WA",1-50 employees,1935,Subsidiary or Business Segment,Marketing,Business Services,$10 to $25 million,None
Sales Manager,$126k-$191k,Lead sales teams to achieve targets through strategic planning.,3.4,Design Dreams,"Washington, DC","New York, NY",201-500 employees,1902,Non-profit Organization,IT Services,Media,$5 to $10 million,None
Sales Manager,$101k-$154k,Lead sales teams to achieve targets through strategic planning.,4.6,Support Central,"Atlanta, GA","New York, NY",201-500 employees,1982,Private,Marketing,Media,Less than $1 million,None
Administrative Assistant,$103k-$242k,Provide administrative support to ensure efficient office operations.,2.2,Net Solutions,"Los Angeles, CA","Denver, CO",1-50 employees,1971,Government,Finance,Government,Less than $1 million,None
Digital Media Manager,$88k-$239k,Manage online content and social media presence.,4.9,Finance First,"San Francisco, CA","Los Angeles, CA",1001-5000 employees,1913,Private,Graphic Design,Technology,Less than $1 million,None
Sales Manager,$63k-$191k,Lead sales teams to achieve targets through strategic planning.,4.4,Web Wonders,"Denver, CO","Austin, TX",51-200 employees,1911,Public,Software Development,Insurance,$25 to $50 million,None
Software Developer,$138k-$156k,Develop and maintain software applications based on client requirements.,2.0,Secure Systems,"New York, NY","San Francisco, CA",1-50 employees,1938,Private,Research & Development,Insurance,More than $50 million,None
Project Manager,$98k-$184k,Oversee project lifecycle from initiation to closure.,3.8,Support Central,"Chicago, IL","Washington, DC",501-1000 employees,1915,Public,Networking & Security,Retail,$25 to $50 million,None
Customer Support Representative,$102k-$231k,Handle customer inquiries and resolve issues promptly.,2.8,Market Movers,"Atlanta, GA","Atlanta, GA",51-200 employees,1973,Subsidiary or Business Segment,Logistics,Media,$5 to $10 million,None
Network Administrator,$148k-$243k,Maintain and troubleshoot company network issues.,2.9,Market Movers,"Boston, MA","Boston, MA",1-50 employees,1945,Non-profit Organization,Administrative Services,"Arts, Entertainment & Recreation",More than $50 million,None
Supply Chain Analyst,$144k-$176k,Optimize supply chain processes to improve efficiency.,3.8,Market Movers,"Seattle, WA","New York, NY",51-200 employees,1901,Public,Finance,Real Estate,$1 to $5 million,None
Financial Analyst,$63k-$193k,Conduct financial analysis and report on budgeting.,1.8,Plan Pros,"Atlanta, GA","Atlanta, GA",201-500 employees,1997,Government,Software Development,Media,More than $50 million,None
Sales Manager,$114k-$163k,Lead sales teams to achieve targets through strategic planning.,4.7,Design Dreams,"Los Angeles, CA","Denver, CO",501-1000 employees,2011,Non-profit Organization,Human Resources,"Arts, Entertainment & Recreation",$10 to $25 million,None
Graphic Designer,$58k-$185k,Design visual content for digital and print media.,2.7,Supply Chain Co.,"Boston, MA","Washington, DC",1-50 employees,1918,Subsidiary or Business Segment,Customer Service,Business Services,More than $50 million,None
Marketing Specialist,$80k-$152k,Create and execute marketing strategies to enhance brand awareness.,4.6,Global Sales Group,"Boston, MA","New York, NY",501-1000 employees,1984,Non-profit Organization,Finance,Insurance,$5 to $10 million,None
Marketing Specialist,$120k-$160k,Create and execute marketing strategies to enhance brand awareness.,2.4,Design Dreams,"Chicago, IL","Denver, CO",1001-5000 employees,1955,Non-profit Organization,Networking & Security,Technology,$10 to $25 million,None
Data Scientist,$97k-$162k,Analyze large datasets to uncover actionable insights.,1.2,Media Magic,"Denver, CO","Austin, TX",201-500 employees,1924,Subsidiary or Business Segment,Consumer Products,Government,$5 to $10 million,None
